timestamp,delta_time,price,delta_price,sentiment
1755248411,3597,0.345,0.0,0.0
1755252017,3606,0.345,0.0,1.0
1755255614,3597,0.345,0.0,0.5
1755259206,3592,0.345,0.0,1.0
1755262812,3606,0.345,0.0,0.5
1755266413,3601,0.38,0.03500000000000003,1.0
1755270003,3590,0.38,0.0,1.0
1755273613,3610,0.4,0.020000000000000018,1.0
1755277209,3596,0.395,-0.0050000000000000044,1.0
1755280813,3604,0.385,-0.010000000000000009,1.0
1755284411,3598,0.38,-0.0050000000000000044,1.0
1755288010,3599,0.385,0.0050000000000000044,1.0
1755291618,3608,0.375,-0.010000000000000009,1.0
1755295203,3585,0.39,0.015000000000000013,0.5
1755298809,3606,0.43,0.03999999999999998,0.22727272727272727
1755302408,3599,0.31,-0.12,0.0
1755306006,3598,0.305,-0.0050000000000000044,0.0
1755309606,3600,0.33,0.025000000000000022,0.6666666666666666
1755313211,3605,0.335,0.0050000000000000044,0.0
1755316803,3592,0.335,0.0,0.5
1755320403,3600,0.34,0.0050000000000000044,1.0
1755324011,3608,0.33,-0.010000000000000009,0.16666666666666666
1755327608,3597,0.33,0.0,0.25
1755331210,3602,0.335,0.0050000000000000044,0.25
1755334808,3598,0.335,0.0,0.4
1755338411,3603,0.345,0.009999999999999953,0.0
1755342016,3605,0.345,0.0,0.0
1755345617,3601,0.345,0.0,0.1111111111111111
1755349213,3596,0.335,-0.009999999999999953,0.0
1755352805,3592,0.335,0.0,0.375
1755356402,3597,0.315,-0.020000000000000018,0.5
1755360007,3605,0.31,-0.0050000000000000044,0.0
1755363615,3608,0.32,0.010000000000000009,0.2
1755367215,3600,0.335,0.015000000000000013,0.3333333333333333
1755370806,3591,0.34,0.0050000000000000044,0.0
1755374408,3602,0.335,-0.0050000000000000044,0.5
1755378017,3609,0.335,0.0,0.2
1755381615,3598,0.335,0.0,0.0
1755385205,3590,0.335,0.0,0.5
1755388815,3610,0.335,0.0,0.0
1755392410,3595,0.335,0.0,0.0
1755396008,3598,0.335,0.0,0.0
1755399610,3602,0.335,0.0,0.0
1755403208,3598,0.34,0.0050000000000000044,0.3333333333333333
1755406817,3609,0.34,0.0,1.0
1755410407,3590,0.315,-0.025000000000000022,0.5
1755414007,3600,0.315,0.0,0.0
1755417614,3607,0.325,0.010000000000000009,0.0
1755421209,3595,0.325,0.0,0.2
1755424806,3597,0.325,0.0,0.0
1755428411,3605,0.335,0.010000000000000009,1.0
1755432007,3596,0.335,0.0,0.5
1755435609,3602,0.335,0.0,0.6666666666666666
1755439214,3605,0.335,0.0,0.75
1755442816,3602,0.335,0.0,1.0
1755446408,3592,0.335,0.0,0.0
1755450005,3597,0.335,0.0,1.0
1755453614,3609,0.325,-0.010000000000000009,0.0
1755457214,3600,0.335,0.010000000000000009,0.5
1755460814,3600,0.335,0.0,0.0
1755464407,3593,0.335,0.0,0.5
1755468005,3598,0.335,0.0,0.5
1755471609,3604,0.335,0.0,1.0
1755475207,3598,0.335,0.0,0.5
1755478803,3596,0.335,0.0,0.5
1755482412,3609,0.37,0.034999999999999976,0.5
1755486002,3590,0.37,0.0,0.5
1755489606,3604,0.365,-0.0050000000000000044,0.5
1755493212,3606,0.365,0.0,0.0
1755496808,3596,0.375,0.010000000000000009,0.0
1755500408,3600,0.375,0.0,0.75
1755504008,3600,0.375,0.0,0.5
1755507611,3603,0.375,0.0,0.5
1755511206,3595,0.375,0.0,0.0
1755514808,3602,0.375,0.0,0.5
1755518414,3606,0.375,0.0,0.5
1755522008,3594,0.375,0.0,0.5
1755525607,3599,0.375,0.0,1.0
1755529212,3605,0.345,-0.030000000000000027,0.5
1755532802,3590,0.345,0.0,0.5
1755536415,3613,0.345,0.0,0.5
1755540013,3598,0.355,0.010000000000000009,1.0
1755543609,3596,0.5,0.14500000000000002,0.0
1755547215,3606,0.425,-0.07500000000000001,0.5
1755550813,3598,0.375,-0.04999999999999999,0.0
1755554412,3599,0.37,-0.0050000000000000044,0.0
1755558010,3598,0.39,0.020000000000000018,0.5
1755561607,3597,0.39,0.0,0.5
1755565214,3607,0.38,-0.010000000000000009,1.0
1755568813,3599,0.385,0.0050000000000000044,0.5
1755572418,3605,0.385,0.0,0.5
1755576003,3585,0.385,0.0,0.5
1755579607,3604,0.385,0.0,0.5
1755583209,3602,0.385,0.0,0.5
1755586802,3593,0.375,-0.010000000000000009,0.5
1755590413,3611,0.38,0.0050000000000000044,0.5
1755594017,3604,0.385,0.0050000000000000044,0.5
1755597606,3589,0.405,0.020000000000000018,0.5
1755601213,3607,0.405,0.0,0.5
1755604808,3595,0.39,-0.015000000000000013,0.5
1755608407,3599,0.395,0.0050000000000000044,0.5
1755612013,3606,0.4,0.0050000000000000044,1.0
1755615611,3598,0.385,-0.015000000000000013,0.5
1755619205,3594,0.365,-0.020000000000000018,0.25
1755622813,3608,0.365,0.0,0.5
1755626409,3596,0.365,0.0,0.5
1755628682,2273,0.365,0.0,0.5
